Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,Smiles
CHEMBL4445502,9469,5.02,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12
CHEMBL4445950,11780,4.93,Nc1cccc(/C=C/c2ccnc(-c3cc(F)ccc3O)c2)c1
CHEMBL4446913,20497,4.69,C=C1C(=O)OCC1C(O)c1cn(Cc2ccccc2)c2ccccc12
CHEMBL4448010,19000,4.72,Cc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)o1
CHEMBL4448235,210,6.68,O=C(CCC1NC(=O)NC1=O)NCCc1c[nH]c2ccccc12
CHEMBL4449915,11500,4.94,COc1cc(/C=C/C(=O)Nc2ccc(CCC(=O)O)cc2)ccc1O
CHEMBL4450806,364,6.44,N/C(=N\O)c1cccc(/C=C/c2ccnc(-c3ccccc3O)c2)c1
CHEMBL4451749,1800,5.74,COc1cc(/C=C/C(=O)Nc2cccc(OCC3CCNCC3)c2)ccc1O.Cl
CHEMBL4452076,1400,5.85,COc1cc(/C=C/C(=O)Nc2ccc(CC(=O)NN)cc2)ccc1O
CHEMBL4454917,5800,5.24,COc1cc(/C=C/C(=O)Nc2ccc(CC(=O)NO)cc2)ccc1O
CHEMBL4456313,5903,5.23,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)nc2)c2ccccc12
CHEMBL4458155,16170,4.79,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1
CHEMBL4459508,2600,5.59,COc1cc(/C=C/C(=O)Nc2ccc(C(=O)NO)cc2)ccc1O
CHEMBL4460106,4000,5.4,COc1cc(/C=C/C(=O)Nc2ccc(NC(=N)N)cc2)ccc1O
CHEMBL4461182,301,6.52,Nc1cccc(/C=C/c2ccc(O)c(-c3ccccn3)c2)c1
CHEMBL4462266,1400,5.85,COc1cc(/C=C/C(=O)Nc2cccc(COc3ccc(OC4CCNCC4)cc3)c2)ccc1O.Cl
CHEMBL4462355,720,6.14,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(-c3ccccn3)c2)c1
CHEMBL4463951,6200,5.21,COc1cc(/C=C/C(=O)Nc2ccccc2O)ccc1O
CHEMBL4465177,77500,4.11,Cc1ccc(NC(=O)CCC(=O)c2c[nH]c3ccccc23)cc1
CHEMBL4467448,800,6.1,Cl.O=C(/C=C/c1ccc(O)cc1)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4469838,10300,4.99,COc1cc(/C=C/C(=O)Nc2ccc(CC(N)=O)cc2)ccc1O
CHEMBL4470161,1784,5.75,C=C1C(=O)OCC1C(O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccc(Cl)cc12
CHEMBL4470820,49600,4.3,Cl.O=C(/C=C/c1ccccc1O)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4475277,4240,5.37,Oc1cccc(/C=C/c2ccc(O)c(-c3ccccn3)c2)c1
CHEMBL4475757,51400,4.29,CCOC(=O)c1c2c(n(C)c1CO)C(=O)C(=O)c1ccc(Br)cc1-2
CHEMBL4476120,9550,5.02,Nc1ccc(/C=C/c2ccc(O)c(-c3ncccn3)c2)cc1
CHEMBL4516105,764,6.12,N/C(=N\O)c1ccc(/C=C/c2ccnc(-c3ccccc3O)c2)cc1
CHEMBL4520476,3570,5.45,Nc1ccc(/C=C/c2ccc(O)c(-c3ccccn3)c2)cc1
CHEMBL4521599,4500,5.35,COc1cc(/C=C/C(=O)Nc2ccc(N)cc2)ccc1O
CHEMBL4527359,8959,5.05,C=C1C(=O)OCC1C(O)c1cn(Cc2ccccc2C(F)(F)F)c2ccccc12
CHEMBL4529482,1610,5.79,Cc1cc(NN)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1
CHEMBL4531075,5600,5.25,COc1cc(/C=C/C(=O)Nc2ccc(O)cc2)ccc1O
CHEMBL4533173,5900,5.23,COCc1cccc(NC(=O)/C=C/c2ccc(O)c(OC)c2)c1
CHEMBL4541854,6000,5.22,COc1cc(/C=C/C(=O)Nc2cccc(N)c2)ccc1O
CHEMBL4545461,5849,5.23,C=C1C(=O)OCC1C(O)c1cn(Cc2ccccc2F)c2ccccc12
CHEMBL4545973,4467,5.35,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12
CHEMBL4549172,4900,5.31,COc1cc(/C=C/C(=O)Nc2ccccc2F)ccc1O
CHEMBL4550944,1230,5.91,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(F)cc2)c2ccc(Cl)cc12
CHEMBL4554089,1470,5.83,Nc1cccc(/C=C/c2ccc(O)c(-c3cc(O)ccn3)c2)c1
CHEMBL4559594,12100,4.92,COc1cc(/C=C/C(=O)Nc2ccc(C(N)=O)cc2)ccc1O
CHEMBL4566525,920,6.04,N/C(=N\O)c1ccc(/C=C/c2ccc(O)c(-c3ncccn3)c2)cc1
CHEMBL4573261,859,6.07,Nc1cccc(/C=C/c2ccc(O)c(-c3ncccn3)c2)c1
CHEMBL4581937,33900,4.47,Cl.O=C(/C=C/c1cccc(Br)c1)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4583512,2800,5.55,COc1cc(/C=C/C(=O)Nc2ccccc2COc2ccc(OC3CCNCC3)cc2)ccc1O.Cl
CHEMBL4583548,1290,5.89,N/C(=N\O)c1cccc(/C=C/c2ccc(O)c(-c3ncccn3)c2)c1
CHEMBL4589265,7800,5.11,COc1cc(/C=C/C(=O)Nc2ccc(CCC(=O)NN)cc2)ccc1O
CHEMBL4591471,6580,5.18,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12
CHEMBL4592421,8344,5.08,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)nc2)c2ccc(Cl)cc12
CHEMBL464732,2980,5.53,COc1c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12
CHEMBL485818,3550,5.45,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL488001,21830,4.66,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
CHEMBL498485,64490,4.19,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1
CHEMBL50,1260,5.9,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL553204,26440,4.58,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1
CHEMBL560116,16700,4.78,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1
CHEMBL8260,12500,4.9,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12
CHEMBL90568,27900,4.55,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O
